Page,IP Address,Pageviews,Unique Pageviews,Avg. Time on Page,Entrances,Bounce Rate,% Exit,Page Value
/create-my-menoplan/,107.77.209.100,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,108.183.166.171,1,1,0:01:24,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,108.28.65.24,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,108.30.127.130,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,108.52.130.168,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,135.129.115.46,1,1,0:00:32,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,136.49.55.129,1,1,0:01:09,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,137.83.68.106,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,140.186.252.50,1,1,0:01:42,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,147.92.18.9,1,1,0:00:17,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,151.197.230.4,1,1,0:02:40,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,166.181.82.19,1,1,0:00:18,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,172.14.95.125,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,172.56.12.176,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,172.56.30.114,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,172.56.42.95,1,1,0:02:02,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,172.58.109.92,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/create-my-menoplan/,172.58.137.217,1,1,0:02:55,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,172.58.139.36,1,1,0:02:49,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,172.58.157.238,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,172.58.23.222,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,172.58.236.51,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,172.58.44.251,1,1,0:02:15,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,172.58.6.204,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,172.58.70.156,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,172.79.21.112,1,1,0:02:11,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,172.8.196.79,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,172.91.219.96,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,173.2.249.174,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,173.233.162.66,1,1,0:03:42,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,173.29.245.134,1,1,0:06:19,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,173.29.26.241,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,173.69.134.2,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,174.126.154.195,1,1,0:03:07,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,174.198.147.183,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,174.20.67.229,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,174.202.0.217,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,174.202.69.23,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,174.210.235.168,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,174.214.0.116,1,1,0:02:23,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,174.216.11.136,1,1,0:01:27,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,174.241.161.118,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/create-my-menoplan/,174.244.149.165,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/create-my-menoplan/,174.247.240.255,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,174.249.47.115,1,1,0:10:58,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,174.250.36.12,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,174.86.0.207,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,184.20.108.209,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,184.62.130.147,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,192.190.159.60,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,207.225.154.127,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,208.104.195.107,1,1,0:00:00,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,209.107.179.56,1,1,0:06:32,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,209.107.180.22,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,216.81.125.14,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,216.93.226.235,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,23.117.99.64,1,1,0:00:15,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,23.123.210.55,1,1,0:04:14,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,23.84.10.87,1,1,0:01:20,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,24.0.112.76,1,1,0:00:03,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,24.0.99.105,1,1,0:01:58,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,24.117.190.129,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,24.169.2.9,1,1,0:00:09,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,24.169.87.10,1,1,0:01:42,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,24.186.210.13,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,24.190.32.242,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,24.233.109.99,1,1,0:01:33,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,24.240.58.192,1,1,0:01:18,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,24.250.245.66,1,1,0:02:05,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,24.59.245.51,1,1,0:01:58,1,0.00%,0.00%,$0.00 
/create-my-menoplan/,24.7.183.2,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,24.8.149.174,1,1,0:00:20,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,45.51.188.202,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,47.196.175.149,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,50.122.27.199,1,1,0:03:46,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,50.82.40.47,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,54.201.37.197,1,1,0:00:12,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,64.251.147.224,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,65.131.24.176,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,65.191.169.190,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,66.10.244.242,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,66.220.238.147,1,1,0:01:44,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,67.1.16.127,1,1,0:01:32,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,67.188.101.116,1,1,0:03:59,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,67.213.236.220,1,1,0:00:20,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,67.233.73.73,1,1,0:01:08,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,67.43.240.171,1,1,0:00:56,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,67.44.224.77,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,67.82.145.227,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,68.10.108.230,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,68.102.65.122,1,1,0:00:26,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,68.162.66.44,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,68.202.78.144,1,1,0:00:47,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,68.231.177.192,1,1,0:03:18,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,68.47.20.170,1,1,0:08:18,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,68.82.200.161,1,1,0:02:10,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,68.93.4.230,1,1,0:03:31,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,69.244.221.2,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,69.245.109.252,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,69.88.40.153,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,70.170.52.38,1,1,0:01:53,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,70.172.5.170,1,1,0:02:47,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,70.187.28.91,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,70.35.188.49,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,71.192.14.0,1,1,0:04:00,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.205.194.161,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,71.213.45.87,1,1,0:08:16,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.223.238.5,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,71.227.107.130,1,1,0:01:18,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.229.200.144,1,1,0:01:35,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.237.252.165,1,1,0:02:47,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.238.34.51,1,1,0:01:58,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.240.196.40,1,1,0:01:11,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.255.32.18,1,1,0:01:55,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,71.49.142.72,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,72.202.206.47,1,1,0:02:07,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,72.227.130.60,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,72.230.242.29,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,72.26.4.168,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,72.74.219.122,1,1,0:02:16,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.109.56.253,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,73.135.130.127,1,1,0:01:51,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.15.115.187,1,1,0:01:20,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.16.205.220,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,73.182.217.127,1,1,0:02:17,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.254.223.191,1,1,0:01:15,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.37.13.59,1,1,0:01:07,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.48.241.8,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,73.50.147.172,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,73.81.166.10,1,1,0:02:46,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.90.207.79,1,1,0:02:47,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,73.94.72.118,1,1,0:10:00,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,74.111.182.17,1,1,0:01:23,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,74.199.76.172,1,1,0:01:51,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,75.117.168.206,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,75.138.248.52,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,75.175.104.136,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,75.187.124.48,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,75.187.42.179,1,1,0:01:32,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,75.21.235.253,1,1,0:10:58,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,75.48.121.67,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,75.58.42.195,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,75.89.200.130,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,75.97.179.218,1,1,0:01:12,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,76.120.172.6,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,76.172.66.181,1,1,0:01:33,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,76.183.186.151,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,76.25.77.216,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,76.26.54.57,1,1,0:00:07,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,96.41.202.198,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,97.121.167.37,1,1,0:01:47,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,97.86.226.143,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,97.91.169.33,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,98.146.203.152,1,1,0:01:57,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,98.148.91.153,1,1,0:09:48,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,98.152.32.83,1,1,0:05:57,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,98.174.82.34,1,1,0:05:16,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,98.181.6.74,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,98.201.203.55,1,1,0:01:31,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,98.204.252.212,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,98.22.203.135,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,98.222.110.65,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,98.23.209.26,1,1,0:03:29,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,98.235.28.50,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,98.4.93.222,1,1,0:01:47,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,99.102.165.93,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,99.108.235.167,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,99.113.109.28,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,99.185.57.102,1,1,0:01:29,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,99.196.242.50,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,99.32.58.89,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,99.54.138.36,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,99.7.30.41,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/,99.8.85.105,1,1,0:02:16,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,99.82.254.180,1,1,0:01:21,0,0.00%,0.00%,$0.00 
/create-my-menoplan/,99.93.208.84,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/create-my-menoplan/?ae_live_scanner=true,54.201.37.197,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/create-my-menoplan/?fbclid=IwAR2CbqesKC3coyg2jLTi-g5SedQG0lhOJfRsSdU3be_7mNpys3W1Aem6u6A,31.13.127.116,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/dealing-with-bladder-control/,104.8.80.79,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-bladder-control/,107.77.207.231,1,1,0:03:07,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,108.195.7.70,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-bladder-control/,108.234.124.199,1,1,0:00:26,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,172.58.157.58,1,1,0:01:40,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,174.198.65.5,1,1,0:00:28,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,174.208.34.69,1,1,0:00:10,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,174.242.81.27,1,1,0:00:30,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,23.123.210.55,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-bladder-control/,23.84.10.87,1,1,0:00:46,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,47.26.135.230,1,1,0:02:29,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,65.184.42.10,1,1,0:04:07,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,67.10.36.9,1,1,0:00:15,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,67.233.73.73,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-bladder-control/,68.132.107.8,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-bladder-control/,68.231.177.192,1,1,0:00:33,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,71.214.48.85,1,1,0:00:33,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,71.47.70.149,1,1,0:00:47,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,71.81.210.174,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-bladder-control/,72.202.206.47,1,1,0:01:06,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,72.230.71.244,1,1,0:01:38,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,73.135.130.127,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-bladder-control/,73.50.147.172,1,1,0:03:10,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,73.90.207.79,1,1,0:03:49,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,74.199.76.172,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-bladder-control/,75.111.145.77,1,1,0:24:32,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,99.185.57.102,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-bladder-control/,99.44.25.230,1,1,0:01:20,0,0.00%,0.00%,$0.00 
/dealing-with-bladder-control/,99.8.85.105,1,1,0:00:46,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,100.1.210.47,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-brain-fog/,104.4.139.57,1,1,0:00:29,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,107.12.183.250,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-brain-fog/,136.34.91.100,1,1,0:00:42,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,140.186.252.50,1,1,0:00:58,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,151.197.230.4,1,1,0:01:44,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,172.58.139.108,1,1,0:00:25,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,172.58.19.143,1,1,0:03:53,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,172.79.21.112,1,1,0:00:29,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,173.233.162.66,1,1,0:02:09,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,173.29.245.134,1,1,0:02:23,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,174.214.0.116,1,1,0:07:04,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,174.242.81.27,1,1,0:00:11,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,66.220.238.147,1,1,0:00:16,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,67.1.16.127,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-brain-fog/,67.241.209.250,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-brain-fog/,68.132.107.8,1,1,0:02:02,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,71.214.48.85,1,1,0:00:33,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,71.240.196.40,1,1,0:00:30,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,71.47.70.149,1,1,0:01:30,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,72.196.151.16,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-brain-fog/,72.202.206.47,1,1,0:03:01,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,73.37.13.59,1,1,0:03:25,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,75.111.145.77,1,1,0:00:33,0,0.00%,0.00%,$0.00 
/dealing-with-brain-fog/,98.152.32.83,1,1,0:01:05,0,0.00%,0.00%,$0.00 
/dealing-with-dry-eyes/,172.56.42.95,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-dry-eyes/,172.58.44.251,1,1,0:01:31,0,0.00%,0.00%,$0.00 
/dealing-with-dry-eyes/,67.188.101.116,1,1,0:01:03,0,0.00%,0.00%,$0.00 
/dealing-with-dry-eyes/,68.132.107.8,1,1,0:04:28,0,0.00%,0.00%,$0.00 
/dealing-with-dry-eyes/,71.47.70.149,1,1,0:03:13,0,0.00%,0.00%,$0.00 
/dealing-with-dry-eyes/,73.181.216.235,1,1,0:01:28,0,0.00%,0.00%,$0.00 
/dealing-with-dry-eyes/,75.21.235.253,1,1,0:04:28,0,0.00%,0.00%,$0.00 
/dealing-with-dry-eyes/,76.167.213.176,1,1,0:00:07,0,0.00%,0.00%,$0.00 
/dealing-with-dry-eyes/,96.252.109.126,1,1,0:02:31,0,0.00%,0.00%,$0.00 
/dealing-with-dry-eyes/,99.8.85.105,1,1,0:01:13,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,100.1.210.47,1,1,0:02:24,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,107.77.196.108,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-dry-hair-skin/,108.202.117.72,1,1,0:01:31,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,162.222.31.52,1,1,0:02:01,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,172.58.139.108,1,1,0:02:19,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,23.117.99.64,1,1,0:01:53,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,23.84.10.87,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-dry-hair-skin/,35.137.169.48,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-dry-hair-skin/,67.213.236.220,1,1,0:04:26,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,68.132.107.8,1,1,0:03:45,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,71.12.154.101,1,1,0:00:22,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,71.47.70.149,1,1,0:02:56,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,73.135.130.127,1,1,0:01:32,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,73.90.207.79,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-dry-hair-skin/,75.58.42.195,1,1,0:00:54,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,76.108.73.56,1,1,0:05:17,0,0.00%,0.00%,$0.00 
/dealing-with-dry-hair-skin/,98.45.172.75,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-dry-hair-skin/,99.185.57.102,1,1,0:01:02,0,0.00%,0.00%,$0.00 
/dealing-with-physical-aches-pains/,107.77.204.226,1,1,0:00:34,0,0.00%,0.00%,$0.00 
/dealing-with-physical-aches-pains/,108.52.130.168,1,1,0:03:15,0,0.00%,0.00%,$0.00 
/dealing-with-physical-aches-pains/,172.58.157.58,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dealing-with-physical-aches-pains/,24.118.105.76,1,1,0:01:49,0,0.00%,0.00%,$0.00 
/dealing-with-physical-aches-pains/,66.220.238.147,1,1,0:01:31,0,0.00%,0.00%,$0.00 
/dealing-with-physical-aches-pains/,71.47.70.149,1,1,0:04:17,0,0.00%,0.00%,$0.00 
/dealing-with-physical-aches-pains/,73.11.8.10,1,1,0:12:14,0,0.00%,0.00%,$0.00 
/dealing-with-physical-aches-pains/,73.37.13.59,1,1,0:00:30,0,0.00%,0.00%,$0.00 
/dry-eyes/,1.127.30.239,1,1,0:00:40,0,0.00%,0.00%,$0.00 
/dry-eyes/,104.4.139.57,1,1,0:00:47,0,0.00%,0.00%,$0.00 
/dry-eyes/,107.77.204.226,1,1,0:00:35,0,0.00%,0.00%,$0.00 
/dry-eyes/,172.58.137.217,1,1,0:24:44,0,0.00%,0.00%,$0.00 
/dry-eyes/,174.246.134.42,1,1,0:02:34,0,0.00%,0.00%,$0.00 
/dry-eyes/,216.116.227.255,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dry-eyes/,216.161.18.58,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/dry-eyes/,23.242.78.23,1,1,0:00:51,0,0.00%,0.00%,$0.00 
/dry-eyes/,31.48.115.8,1,1,0:00:00,0,0.00%,100.00%,$0.00 
/dry-eyes/,54.201.37.197,1,1,0:00:11,0,0.00%,0.00%,$0.00 
/dry-eyes/,67.180.15.146,1,1,0:00:00,1,100.00%,100.00%,$0.00 
/dry-eyes/,68.52.133.182,1,1,0:01:45,0,0.00%,0.00%,$0.00 
/dry-eyes/,73.147.52.48,1,1,0:01:35,0,0.00%,0.00%,$0.00 
/dry-eyes/,73.50.147.172,1,1,0:01:51,0,0.00%,0.00%,$0.00 
/dry-eyes/,75.104.71.177,1,1,0:03:44,0,0.00%,0.00%,$0.00 
/dry-eyes/,75.58.42.195,1,1,0:01:08,0,0.00%,0.00%,$0.00 
/dry-eyes/?ae_live_scanner=true,54.201.37.197,1,1,0:00:04,0,0.00%,0.00%,$0.00 
/dry-hair-skin/,108.202.117.72,1,1,0:02:03,0,0.00%,0.00%,$0.00 
/dry-hair-skin/,162.222.31.52,1,1,0:01:29,0,0.00%,0.00%,$0.00 
/dry-hair-skin/,172.58.137.217,1,1,0:00:25,0,0.00%,0.00%,$0.00 
